name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,grp
EFO:0010865 ATAC-seq,.,ATAC-seq,EFO:0010865,HG03066,cell_line,adult,encode,paired,False,3.017244577407837,
EFO:0010866 ATAC-seq,.,ATAC-seq,EFO:0010866,HG03095,cell_line,adult,encode,paired,False,1.8795949220657349,
EFO:0010867 ATAC-seq,.,ATAC-seq,EFO:0010867,HG03097,cell_line,adult,encode,paired,False,1.5082517862319946,
EFO:0010868 ATAC-seq,.,ATAC-seq,EFO:0010868,HG03103,cell_line,adult,encode,paired,False,2.6086442470550537,
EFO:0010869 ATAC-seq,.,ATAC-seq,EFO:0010869,HG03108,cell_line,adult,encode,paired,False,2.047980546951294,
EFO:0010870 ATAC-seq,.,ATAC-seq,EFO:0010870,HG03135,cell_line,adult,encode,paired,False,1.6855212450027466,
EFO:0010871 ATAC-seq,.,ATAC-seq,EFO:0010871,HG03139,cell_line,adult,encode,paired,False,2.3533685207366943,
EFO:0010872 ATAC-seq,.,ATAC-seq,EFO:0010872,HG03159,cell_line,adult,encode,paired,False,1.4590009450912476,
EFO:0010873 ATAC-seq,.,ATAC-seq,EFO:0010873,HG03175,cell_line,adult,encode,paired,False,1.2928885221481323,
EFO:0010874 ATAC-seq,.,ATAC-seq,EFO:0010874,HG03196,cell_line,adult,encode,paired,False,1.3755143880844116,
EFO:0010875 ATAC-seq,.,ATAC-seq,EFO:0010875,HG03280,cell_line,adult,encode,paired,False,1.638237476348877,
EFO:0010876 ATAC-seq,.,ATAC-seq,EFO:0010876,HG03342,cell_line,adult,encode,paired,False,1.416108250617981,
EFO:0010878 ATAC-seq,.,ATAC-seq,EFO:0010878,HG03378,cell_line,adult,encode,paired,False,1.1888407468795776,
EFO:0010879 ATAC-seq,.,ATAC-seq,EFO:0010879,HG03432,cell_line,adult,encode,paired,False,0.9875123500823975,
EFO:0010880 ATAC-seq,.,ATAC-seq,EFO:0010880,HG03439,cell_line,adult,encode,paired,False,1.4904228448867798,
EFO:0010881 ATAC-seq,.,ATAC-seq,EFO:0010881,HG03442,cell_line,adult,encode,paired,False,1.7023717164993286,
EFO:0010882 ATAC-seq,.,ATAC-seq,EFO:0010882,HG03457,cell_line,adult,encode,paired,False,2.2997376918792725,
EFO:0010883 ATAC-seq,.,ATAC-seq,EFO:0010883,HG03460,cell_line,adult,encode,paired,False,2.209341287612915,
EFO:0010884 ATAC-seq,.,ATAC-seq,EFO:0010884,HG03469,cell_line,adult,encode,paired,False,2.4358503818511963,
EFO:0010885 ATAC-seq,.,ATAC-seq,EFO:0010885,HG03520,cell_line,adult,encode,paired,False,2.1533608436584473,
EFO:0010886 ATAC-seq,.,ATAC-seq,EFO:0010886,HG03521,cell_line,adult,encode,paired,False,2.1313838958740234,
EFO:0010888 ATAC-seq,.,ATAC-seq,EFO:0010888,HG03565,cell_line,adult,encode,paired,False,1.8451646566390991,
EFO:0010889 ATAC-seq,.,ATAC-seq,EFO:0010889,HG03571,cell_line,adult,encode,paired,False,1.9630107879638672,
NTR:0000491 ATAC-seq,.,ATAC-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,encode,paired,False,0.9412150382995605,HEART
NTR:0000492 ATAC-seq,.,ATAC-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,encode,paired,False,0.7204328179359436,HEART
NTR:0000494 ATAC-seq,.,ATAC-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,encode,paired,False,0.427097350358963,HEART
UBERON:0000056 ATAC-seq,.,ATAC-seq,UBERON:0000056,ureter,tissue,adult,encode,paired,False,0.48642194271087646,
UBERON:0000317 ATAC-seq,.,ATAC-seq,UBERON:0000317,colonic mucosa,tissue,adult,encode,paired,False,0.2913193702697754,INTESTINE
UBERON:0000945 ATAC-seq,.,ATAC-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,1.1229300498962402,
UBERON:0000992 ATAC-seq,.,ATAC-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,0.14541088044643402,
UBERON:0000995 ATAC-seq,.,ATAC-seq,UBERON:0000995,uterus,tissue,adult,encode,paired,False,0.3675922751426697,
UBERON:0001072 ATAC-seq,.,ATAC-seq,UBERON:0001072,posterior vena cava,tissue,adult,encode,paired,False,0.3368026912212372,
UBERON:0001114 ATAC-seq,.,ATAC-seq,UBERON:0001114,right lobe of liver,tissue,adult,encode,paired,False,0.5050563216209412,LIVER
UBERON:0001115 ATAC-seq,.,ATAC-seq,UBERON:0001115,left lobe of liver,tissue,adult,encode,paired,False,0.3790719211101532,
UBERON:0001150 ATAC-seq,.,ATAC-seq,UBERON:0001150,body of pancreas,tissue,adult,encode,paired,False,1.4392449855804443,
UBERON:0001157 ATAC-seq,.,ATAC-seq,UBERON:0001157,transverse colon,tissue,adult,encode,paired,False,1.2739818096160889,INTESTINE
UBERON:0001159 ATAC-seq,.,ATAC-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,1.3383288383483887,INTESTINE
UBERON:0001259 ATAC-seq,.,ATAC-seq,UBERON:0001259,mucosa of urinary bladder,tissue,adult,encode,paired,False,0.6834927201271057,
UBERON:0001264 ATAC-seq,.,ATAC-seq,UBERON:0001264,pancreas,tissue,adult,encode,paired,False,0.28255096077919006,
UBERON:0001322 ATAC-seq,.,ATAC-seq,UBERON:0001322,sciatic nerve,tissue,adult,encode,paired,False,0.6590536236763,
UBERON:0002046 ATAC-seq,.,ATAC-seq,UBERON:0002046,thyroid gland,tissue,adult,encode,paired,False,1.391801118850708,
UBERON:0002048 ATAC-seq,.,ATAC-seq,UBERON:0002048,lung,tissue,adult,encode,paired,False,2.9806368350982666,LUNG
UBERON:0002078 ATAC-seq,.,ATAC-seq,UBERON:0002078,right cardiac atrium,tissue,adult,encode,paired,False,0.2509532570838928,HEART
UBERON:0002079 ATAC-seq,.,ATAC-seq,UBERON:0002079,left cardiac atrium,tissue,adult,encode,paired,False,0.32439956068992615,HEART
UBERON:0002080 ATAC-seq,.,ATAC-seq,UBERON:0002080,heart right ventricle,tissue,adult,encode,paired,False,0.1907806694507599,HEART
UBERON:0002084 ATAC-seq,.,ATAC-seq,UBERON:0002084,heart left ventricle,tissue,adult,encode,paired,False,0.23439067602157593,HEART
UBERON:0002099 ATAC-seq,.,ATAC-seq,UBERON:0002099,cardiac septum,tissue,adult,encode,paired,False,1.774492621421814,HEART
UBERON:0002106 ATAC-seq,.,ATAC-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,0.18534542620182037,IMMUNE
UBERON:0002107 ATAC-seq,.,ATAC-seq,UBERON:0002107,liver,tissue,adult,encode,paired,False,0.3416995704174042,LIVER
UBERON:0002113 ATAC-seq,.,ATAC-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,0.40251538157463074,
UBERON:0002168 ATAC-seq,.,ATAC-seq,UBERON:0002168,left lung,tissue,child,encode,paired,False,0.4284360408782959,
UBERON:0002170 ATAC-seq,.,ATAC-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,encode,paired,False,0.2896386384963989,
UBERON:0002171 ATAC-seq,.,ATAC-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,encode,paired,False,0.2252897024154663,
UBERON:0002190 ATAC-seq,.,ATAC-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,encode,paired,False,0.9239097833633423,ADIPOSE
UBERON:0002369 ATAC-seq,.,ATAC-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,0.9822091460227966,
UBERON:0002394 ATAC-seq,.,ATAC-seq,UBERON:0002394,bile duct,tissue,adult,encode,paired,False,0.4307073652744293,
UBERON:0002469 ATAC-seq,.,ATAC-seq,UBERON:0002469,esophagus mucosa,tissue,adult,encode,paired,False,0.3933384418487549,
UBERON:0003889 ATAC-seq,.,ATAC-seq,UBERON:0003889,fallopian tube,tissue,adult,encode,paired,False,0.25850507616996765,
UBERON:0004550 ATAC-seq,.,ATAC-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,paired,False,0.9912630915641785,
UBERON:0004992 ATAC-seq,.,ATAC-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,paired,False,0.2983551621437073,INTESTINE
UBERON:0005033 ATAC-seq,.,ATAC-seq,UBERON:0005033,mucosa of gallbladder,tissue,child,encode,paired,False,0.8860199451446533,
UBERON:0007610 ATAC-seq,.,ATAC-seq,UBERON:0007610,tibial artery,tissue,adult,encode,paired,False,1.0918642282485962,ARTERY
UBERON:0008367 ATAC-seq,.,ATAC-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,paired,False,0.5911307334899902,
UBERON:0008450 ATAC-seq,.,ATAC-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,paired,False,0.6796603798866272,
UBERON:0008952 ATAC-seq,.,ATAC-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,paired,False,0.31991297006607056,LUNG
UBERON:0008953 ATAC-seq,.,ATAC-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,paired,False,0.3122468590736389,
UBERON:0008971 ATAC-seq,.,ATAC-seq,UBERON:0008971,left colon,tissue,adult,encode,paired,False,0.6758714914321899,INTESTINE
UBERON:0010414 ATAC-seq,.,ATAC-seq,UBERON:0010414,omental fat pad,tissue,adult,encode,paired,False,1.1185219287872314,ADIPOSE
UBERON:0011907 ATAC-seq,.,ATAC-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,paired,False,0.8114848732948303,
UBERON:0015143 ATAC-seq,.,ATAC-seq,UBERON:0015143,mesenteric fat pad,tissue,adult,encode,paired,False,0.4202614426612854,
